link,tipo_vivienda,n_habitaciones,n_baños,n_estacionamientos,total_superficie_m2,superficie_construida_m2,dirección
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2-pisos-en-casas-de-millauquen/3589756,Casa,5.0,2.0,No,113,116,"Quilicura, Casa 2 Pisos en Casas de Millauquén"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-valle-lo-campino/3735747,Casa,3.0,2.0,No,193,100,"Quilicura, Casa en Valle Lo Campino"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-hualane/3612799,Casa,5.0,3.0,2,150,120,"Quilicura, Pasaje Hualañe"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-villa-paseo-central-quilicura/3735620,Casa,3.0,2.0,No,100,78,"Quilicura, Casa Villa Paseo Central Quilicura"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/camino-del-cerro-2800/3675277,Casa,4.0,3.0,2,305,147,"Quilicura, Camino del Cerro 2800"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/avenida-las-torresav-las-torres/3687079,Casa,3.0,3.0,No,128,100,"Quilicura, Avenida las torres/av las torres"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/3167438,Casa,4.0,2.0,2,300,132,
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-paseo-central-1/3735582,Casa,3.0,1.0,No,100,70,"Quilicura, Casa en Paseo Central 1"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/lo-marcoleta-santa-laura/3574513,Casa,4.0,2.0,2,120,94,"Quilicura, Lo Marcoleta & Santa Laura"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/av-valle-lo-campinoav-san-isidro-av-sorolla/2643070,Casa,3.0,3.0,No,203,100,"Quilicura, Av. Valle Lo Campino/Av. San Isidro / Av. Sorolla"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-de-2-pisos-en-quilicura/3735703,Casa,4.0,1.0,No,125,95,"Quilicura, Casa de 2 pisos en Quilicura"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/volcan-villarrica/3588637,Casa,3.0,2.0,2,98,83,"Quilicura, Volcán Villarrica"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/los-himalayassta-laura/3555468,Casa,4.0,1.0,No,95,90,"Quilicura, Los Himalayas/Sta Laura"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-condominio-el-alba-de-lo-campino/3735642,Casa,3.0,3.0,No,120,88,"Quilicura, Casa en Condominio El Alba de lo Campino"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/aranjuez-oriente/3508938,Casa,3.0,2.0,1,230,90,"Quilicura, Aranjuez Oriente"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/av-bernardo-ohigginsav-las-torres/3607675,Casa,3.0,2.0,No,139,88,"Quilicura, Av. Bernardo o´higgins/av. Las torres"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-de-2-pisos-en-valle-lo-campino/3735710,Casa,4.0,3.0,No,238,138,"Quilicura, Casa de 2 pisos en Valle Lo Campino"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/el-arrayan-126/3582799,Casa,3.0,1.0,1,335,127,"Quilicura, El Arrayán 126"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-volcan-peteroa/3710818,Casa,3.0,1.0,1,8,60,"Quilicura, Pasaje volcan peteroa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/arturo-pratmedio-dia/3373825,Casa,3.0,1.0,No,132,78,"Quilicura, Arturo Prat/Medio Dia"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/3389355,Casa,2.0,1.0,1,70,40,
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campinoquilicura/2805022,Casa,4.0,3.0,No,208,138,"Quilicura, Valle Lo Campino/Quilicura"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/camilo-mori/3658250,Casa,3.0,1.0,2,126,80,"Quilicura, Camilo Mori"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/psje-ecuador-0328/3710622,Casa,3.0,1.0,1,95,75,"Quilicura, psje ecuador  0328"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/arequipa-0420/2962778,Casa,3.0,2.0,1,69,79,"Quilicura, Arequipa 0420"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campinomadrid-norte/3621123,Casa,3.0,3.0,No,120,88,"Quilicura, Valle lo campino/madrid norte"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2pisos-y-local-comercial-poblacion-sn-enrique/3545093,Casa,2.0,2.0,No,99,63,"Quilicura, Casa 2°Pisos y Local Comercial. Población Sn. Enrique"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/3348575,Casa,4.0,1.0,No,60,50,"Quilicura, Quilicura, Región Metropolitana"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/san-andres-1035/3604094,Casa,4.0,2.0,1,90,80,"Quilicura, San Andres 1035"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/lo-marcoletasanta-luisa/3715272,Casa,2.0,2.0,No,101,46,"Quilicura, Lo marcoleta/santa luisa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/3307858,Casa,3.0,2.0,1,123,86,
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2-pisos-en-conjunto-staluisa-de-quilicura/3589764,Casa,8.0,2.0,No,113,115,"Quilicura, Casa 2 Pisos en Conjunto Sta.Luisa de Quilicura"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/rigoberto-jara-270/3608042,Casa,2.0,1.0,1,70,45,"Quilicura, Rigoberto Jara 270"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-otero-echeverrialas-torres/3011916,Casa,3.0,2.0,No,190,60,"Quilicura, Pasaje Otero Echeverria/Las Torres"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-estilo-mallorca-valle-lo-campino/3735602,Casa,4.0,3.0,No,350,240,"Quilicura, Casa Estilo Mallorca Valle Lo Campino"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-estadio-israelita-491/2677944,Casa,3.0,2.0,1,105,,"Quilicura, pasaje estadio Israelita 491"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/santa-laurarigoberto-jara/2947961,Casa,4.0,2.0,No,0,97,"Quilicura, Santa laura/rigoberto jara"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/cordova/3658121,Casa,3.0,3.0,1,123,87,"Quilicura, Córdova"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campino/3560670,Casa,3.0,2.0,2,195,90,
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/castellon/3553814,Casa,3.0,3.0,1,154,98,"Quilicura, Castellón"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/tucuman-511/2453279,Casa,4.0,1.0,1,70,90,"Quilicura, Tucumán 511"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-esquina-villa-paseo-central/3735548,Casa,3.0,1.0,No,95,70,"Quilicura, Casa Esquina Villa Paseo Central"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2-pisos-en-conjunto-residencial-parque-real/3110170,Casa,3.0,2.0,No,128,107,"Quilicura, Casa 2 Pisos en Conjunto Residencial Parque. Real"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/los-himalayas-0153/3582777,Casa,3.0,1.0,1,120,75,"Quilicura, Los Himalayas 0153"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/las-torres-250/2346938,Casa,3.0,1.0,2,110,,"Quilicura, Las Torres  250"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/el-tamarugo-537/2453247,Casa,2.0,1.0,2,70,52,"Quilicura, El Tamarugo 537"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-villa-san-ignacio-de-loyola/3735730,Casa,2.0,1.0,No,65,65,"Quilicura, Casa en Villa San Ignacio de Loyola"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/lo-marcoletavii-de-linea/1850484,Casa,3.0,2.0,No,120,80,"Quilicura, Lo marcoleta/vii de linea"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/rio-cachapoal-759/3583769,Casa,3.0,1.0,1,68,70,"Quilicura, Rio Cachapoal 759"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/dr-hector-lehuede-2252/3584807,Casa,4.0,1.0,1,350,200,"Quinta Normal, Dr Héctor Lehuedé 2252"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/carrascalraul-dennis/2981504,Casa,2.0,2.0,No,58,54,"Quinta Normal, Carrascal/raul dennis"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/casa-2-pisos-cercana-a-estacion-metro-gruta-de-lourdes/3353088,Casa,7.0,2.0,No,240,150,"Quinta Normal, Casa 2 Pisos cercana a Estación metro Gruta de Lourdes"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/avenida-carrascal/3700801,Casa,4.0,2.0,2,200,123,"Quinta Normal, Avenida Carrascal"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/venus-1483/3590883,Casa,4.0,2.0,4,400,236,"Quinta Normal, Venus 1483"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/casa-2-pisos-y-galpon-lo-ampuero/3545091,Casa,3.0,2.0,No,455,389,"Quinta Normal, Casa 2 Pisos y Galpón. Lo Ampuero"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/carrascallo-espinoza/1007205,Casa,5.0,2.0,No,1632,381,"Quinta Normal, Carrascal/Lo Espinoza"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/mapocho/3714014,Casa,3.0,1.0,,218,218,"Quinta Normal, Mapocho"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/victor-hugo-2421/3729787,Casa,5.0,2.0,8,1000,100,"Quinta Normal, Víctor Hugo 2421"
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/quinta-normal-region-metropolitana/3072685,Casa,4.0,2.0,2,380,200,
https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/casa-de-1-piso-en-pobl-barea/3693744,Casa,3.0,1.0,No,168,112,"Quinta Normal, Casa de 1 Piso en Pobl. Barea"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/propiedad-apta-para-uso-industrial-bodegaje-taller-yo-residencial/3429129,Casa,,,,0,0,"Recoleta, Propiedad apta para uso Industrial, Bodegaje, Taller y/o Residencial."
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/pintor-fosa-calderon-2745/3478076,Casa,3.0,1.0,,200,150,"Recoleta, Pintor fosa Calderón 2745"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-mexicoav-el-salto/3605420,Casa,6.0,2.0,No,214,140,"Recoleta, Av méxico/av el salto"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoletarengifo/986652,Casa,3.0,1.0,No,262,90,"Recoleta, Recoleta/Rengifo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/magnolias/2867701,Casa,3.0,1.0,2,320,160,"Recoleta, Magnolias"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/maria-eugeniazapadores/3131551,Casa,3.0,4.0,No,302,192,"Recoleta, Maria eugenia/zapadores"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/avenida-peruvaldivieso/2716913,Casa,4.0,3.0,No,465,260,"Recoleta, Avenida Perú/Valdivieso"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-el-saltodoctor-ostomol/3474706,Casa,3.0,1.0,No,146,83,"Recoleta, Av. El Salto/Doctor Ostomol"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/mexico/2708146,Casa,5.0,3.0,8,760,176,"Recoleta, México"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/santa-analos-zapadores/3478305,Casa,1.0,1.0,No,240,85,"Recoleta, Santa Ana/Los Zapadores"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/avenida-valdivieso/3710398,Casa,5.0,2.0,,220,220,"Recoleta, Avenida Valdivieso"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-recoletaav-einstein/2897926,Casa,5.0,3.0,No,558,228,"Recoleta, Av recoleta/av. Einstein"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/einstein/2673281,Casa,3.0,1.0,,,,"Recoleta, Einstein"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/casa-de-1-piso-en-las-brisas/3693786,Casa,3.0,1.0,No,250,100,"Recoleta, Casa de 1 Piso en Las Brisas"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/metro-zapadoresleoncio-villablanca/3686233,Casa,3.0,2.0,No,162,122,"Recoleta, Metro Zapadores/Leoncio Villablanca"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/3-de-noviembre/2194808,Casa,4.0,3.0,8,348,348,"Recoleta, 3 de noviembre"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/buenos-aires-loreto/2830013,Casa,10.0,3.0,No,336,324,"Recoleta, Buenos Aires / Loreto"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/los-estudiantes-181-recoleta/3709574,Casa,6.0,,No,92,361,"Recoleta, Los Estudiantes 181, Recoleta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-mexicoobispo-del-pozo/2643091,Casa,7.0,2.0,No,760,160,"Recoleta, Av. Mexico/Obispo del Pozo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoleta-region-metropolitana/3683321,Casa,2.0,2.0,1,100,70,
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/ruhue-712/2394938,Casa,4.0,4.0,1,208,177,"Recoleta, Ruhue 712"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/lambare-1165/2990778,Casa,7.0,1.0,2,180,100,"Recoleta, Lambaré 1165"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoleta-poblacion-san-marcoshuachipato-metro-dorsal/3593091,Casa,2.0,1.0,No,220,155,"Recoleta, Recoleta // Poblacion San Marcos/Huachipato / Metro Dorsal"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/parque-central-272/3599027,Casa,2.0,1.0,1,144,80,"Recoleta, Parque Central 272"
https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/barrio-patronato-loreto/3003503,Casa,8.0,3.0,No,336,324,"Recoleta, Barrio Patronato /Loreto"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/renca-region-metropolitana/3730273,Casa,2.0,1.0,1,100,48,
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/las-salitreras/3666151,Casa,3.0,1.0,1,81,67,"Renca, Las Salitreras"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/combate-naval-1612/3670417,Casa,3.0,1.0,1,65,49,"Renca, Combate Naval 1612"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/marcoleta/3674211,Casa,4.0,3.0,2,340,120,"Renca, Marcoleta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/casa-2-pisos-en-barrio-los-girasoles/3162731,Casa,3.0,2.0,No,116,76,"Renca, Casa 2 Pisos en Barrio Los Girasoles"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/calle-seis/3666165,Casa,3.0,2.0,,384,239,"Renca, Calle seis"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/renca-region-metropolitana/3683301,Casa,4.0,2.0,1,200,98,
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/el-montijo/2741565,Casa,2.0,2.0,No,163,90,"Renca, El montijo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/menta-5086/3690295,Casa,4.0,1.0,1,180,172,"Renca, Menta 5086"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/los-ciruelos/3670345,Casa,4.0,1.0,2,166,133,"Renca, Los Ciruelos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/pje-seis-4737/2860017,Casa,4.0,2.0,,200,120,"Renca, Pje Seis 4737"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/jose-manuel-balmaceda/3689292,Casa,5.0,2.0,2,,566,"Renca, José Manuel Balmaceda"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/caupolican-1224/3634078,Casa,5.0,2.0,,255,150,"Renca, Caupolicán 1224"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/nicanor-plaza/3670435,Casa,3.0,2.0,2,103,55,"Renca, Nicanor Plaza"
https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/renca-region-metropolitana/3079067,Casa,3.0,2.0,2,200,98,
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/urmeneta-01094/2809731,Casa,5.0,2.0,3,170,177,"San Bernardo, Urmeneta 01094"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-padre-hurtado-17289-cs-70/2784868,Casa,3.0,3.0,2,180,94,"San Bernardo, Camino Padre Hurtado 17289, CS 70"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-de-1-piso/3608822,Casa,4.0,1.0,No,483,81,"San Bernardo, Casa de 1 piso"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/padre-hurtado/3381661,Casa,3.0,2.0,4,450,140,"San Bernardo, Padre Hurtado"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/villa-maestranza-iii/3605892,Casa,4.0,2.0,1,140,90,"San Bernardo, Villa maestranza iii"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/pasaje-la-divina-providencia/3713562,Casa,2.0,1.0,,148,71,"San Bernardo, Pasaje  La Divina Providencia"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/el-quisco-850/3622174,Casa,3.0,1.0,2,180,115,"San Bernardo, El Quisco 850"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/sta-teresa-de-tango-2305/3576471,Casa,6.0,5.0,2,5000,300,"San Bernardo, Sta Teresa de Tango 2305"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/raul-branez-1906/3667376,Casa,4.0,3.0,3,300,140,
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3186137,Casa,5.0,1.0,No,300,175,"San Bernardo, San Bernardo, Región Metropolitana"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/pedro-oyarzun-821/3588712,Casa,4.0,3.0,2,180,117,"San Bernardo, Pedro Oyarzún 821"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-en-condominio-santa-filomena-de-nos/3735784,Casa,3.0,3.0,No,160,102,"San Bernardo, Casa en Condominio Santa Filomena de Nos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-alfonso/3609765,Casa,3.0,2.0,4,350,100,"San Bernardo, San Alfonso"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/covadonga-722/2994325,Casa,2.0,,,242,115,"San Bernardo, Covadonga 722"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-de-nos-los-morrosav-portalesautopista-central/3489767,Casa,3.0,3.0,No,153,95,"San Bernardo, Camino de nos, los morros/av. Portales/autopista central"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/el-barrancon/3604532,Casa,5.0,5.0,3,5000,440,"San Bernardo, El Barrancón"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-la-caridad/3712359,Casa,4.0,2.0,1,132,120,"San Bernardo, Avenida la Caridad"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/autopiata-centralestacion-nos/1213620,Casa,3.0,2.0,No,12500,200,"San Bernardo, Autopiata central/Estacion Nos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/nacimientodameyvo/3057572,Casa,3.0,2.0,No,137,139,"San Bernardo, Nacimiento/Dameyvo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3523793,Casa,6.0,2.0,8,290,160,
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/propiedad-en-centro-de-san-bernardo/3332867,Casa,2.0,1.0,No,380,166,"San Bernardo, Propiedad en centro de San Bernardo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-de-1-piso-cercana-a-estacion-metro-tren-freire/3348430,Casa,2.0,1.0,No,194,69,"San Bernardo, Casa de 1 Piso cercana a Estación Metro Tren Freire"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/piedemonte/3711035,Casa,3.0,3.0,2,250,112,"San Bernardo, Piedemonte"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-el-barranconavda-calera-de-tango-cv/3359808,Casa,5.0,5.0,No,5000,490,"San Bernardo, Camino El Barrancón/Avda Calera de Tango CV"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/roberto-paut-calderon-890/3494588,Casa,4.0,3.0,1,150,85,"San Bernardo, Roberto Paut Calderón 890"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-2-pisos-en-las-palmas-de-nos/3693749,Casa,3.0,2.0,No,182,78,"San Bernardo, Casa 2 Pisos en Las Palmas de Nos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/maule-269/3655660,Casa,4.0,1.0,2,213,93,"San Bernardo, Maule 269"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/quimahue/3415676,Casa,3.0,2.0,3,1835,144,"San Bernardo, Quimahue"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-diego-portales-oriente-1588-maestranza/2911133,Casa,4.0,2.0,2,190,100,"San Bernardo, avenida diego portales oriente 1588, maestranza"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/almirante-riverolos-suspiros/2675169,Casa,3.0,3.0,No,172,92,"San Bernardo, Almirante Rivero/Los Suspiros"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/maipu-colon-norte/3381616,Casa,4.0,3.0,4,570,240,"San Bernardo, Maipú & Colón Norte"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3348563,Casa,4.0,2.0,1,133,85,
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-lo-herrera-san-bernardo/3421434,Casa,5.0,4.0,4,800,230,"San Bernardo, Condominio Lo Herrera, San Bernardo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3153393,Casa,4.0,2.0,2,175,125,
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/volcan-lanin-15044/3579858,Casa,2.0,1.0,,40,40,"San Bernardo, Volcán Lanín 15044"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-nos-los-morrosav-portales-ote/3077848,Casa,3.0,3.0,No,151,85,"San Bernardo, Camino nos los morros/av portales ote"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-cumbres-de-nos/3513759,Casa,3.0,3.0,2,160,117,"San Bernardo, Condominio Cumbres de Nos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-parque-balmaceda/3513793,Casa,4.0,3.0,2,181,"108,9","San Bernardo, Condominio Parque Balmaceda"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/padre-hurtadolos-morros/3436373,Casa,3.0,3.0,No,240,110,"San Bernardo, Padre Hurtado/Los Morros"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/estacion-san-bernardo/3372679,Casa,3.0,2.0,1,460,125,"San Bernardo, Estación San Bernardo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-padre-hurtado/3660674,Casa,3.0,2.0,2,170,90,"San Bernardo, Avenida Padre Hurtado"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/francisco-de-castaneda/2838155,Casa,6.0,3.0,,300,230,"San Joaquín, Francisco de Castañeda"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/villa-brasil/3158491,Casa,4.0,2.0,1,225,117,"San Joaquín, villa brasil"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/av-departamentalav-las-industrias/3357733,Casa,6.0,2.0,No,0,162,"San Joaquín, Av departamental/av las industrias"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/juan-griego-5150/3590852,Casa,5.0,1.0,,125,90,"San Joaquín, Juan Griego 5150"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/gluck/3709992,Casa,3.0,1.0,,100,80,"San Joaquín, Gluck"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/liszt/3697033,Casa,5.0,2.0,1,220,138,"San Joaquín, Liszt"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/artemio-gutierrez-2453/3612327,Casa,5.0,1.0,,200,150,"San Joaquín, Artemio Gutiérrez 2453"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/salesianosavda-las-industrias/3572224,Casa,4.0,2.0,No,500,139,"San Joaquín, Salesianos/Avda. Las Industrias"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/av-haydn-5940/2913812,Casa,4.0,2.0,No,200,"163,56","San Joaquín, Av. Haydn 5940"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/vicuna-mackennaisabel-riquelme/2658757,Casa,5.0,3.0,No,350,160,"San Joaquín, Vicuña mackenna/isabel riquelme"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/las-melosas/2550080,Casa,3.0,1.0,,86,57,"San Joaquín, Las Melosas"
https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/sierra-bella-2500/2601759,Casa,5.0,2.0,5,320,150,"San Joaquín, Sierra Bella 2500"
